Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Method,Solution Type,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Planet Mass*sin(i) [Earth Mass],Planet Mass*sin(i)/sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) Provenance,Planet Density [g/cm**3],Eccentricity,Insolation Flux [Earth Flux],Equilibrium Temperature [K],Time Reference Frame and Standard,Ratio of Planet to Stellar Radius,Epoch of Periastron [days],Argument of Periastron [deg],Radial Velocity Amplitude [m/s],Projected Obliquity [deg],True Obliquity [deg],Spectral Type,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Metallicity [dex],Stellar Metallicity Ratio,Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr],Stellar Density [g/cm**3],Stellar Rotational Velocity [km/s],Stellar Rotational Period [days],Systemic Radial Velocity [km/s],Distance [pc],Parallax [mas],B (Johnson) Magnitude,V (Johnson) Magnitude,J (2MASS) Magnitude,H (2MASS) Magnitude,Ks (2MASS) Magnitude,u (Sloan) Magnitude,g (Sloan) Magnitude,r (Sloan) Magnitude,i (Sloan) Magnitude,z (Sloan) Magnitude,W1 (WISE) Magnitude,W2 (WISE) Magnitude,W3 (WISE) Magnitude,W4 (WISE) Magnitude,Gaia Magnitude
55 Cnc b,55 Cnc,b,2,5,0,0,Radial Velocity,Published Confirmed,14.6,,254.25,,,254.25,Mass,,0.0,,700.0,,,,,,,,K0 IV-V,,,,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc b,55 Cnc,b,2,5,0,0,Radial Velocity,Published Confirmed,14.65171,,,267.29369,,267.29369,Msini,,0.0048,,,BJD,,,-30.0,71.08,,,,5317.89,0.96,0.97,0.383,[Fe/H],,4.46,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc b,55 Cnc,b,2,5,0,0,Radial Velocity,Published Confirmed,14.653,,,266.9772,,266.9772,Msini,,0.02,,,JD,,2450001.479,99.0,72.2,,,G8 V,,,0.95,0.27,[Fe/H],,,5.5,,,38.5,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc c,55 Cnc,c,2,5,0,0,Radial Velocity,Published Confirmed,44.3827,,,54.34866,,54.34866,Msini,,0.048,,,BJD,,,30.0,10.01,,,,5317.89,0.96,0.97,0.383,[Fe/H],,4.46,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc c,55 Cnc,c,2,5,0,0,Radial Velocity,Published Confirmed,43.93,,,68.96911,,68.96911,Msini,,0.44,,,JD,,2453028.63,244.39,12.946,,,,,,0.95,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc c,55 Cnc,c,2,5,0,0,Radial Velocity,Published Confirmed,44.3787,,,52.44,,52.44,Msini,,0.053,,,,,2447547.5,57.0,10.06,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc c,55 Cnc,c,2,5,0,0,Radial Velocity,Published Confirmed,44.373,,56.6985,,,56.6985,Mass,,0.072,,,,,,,10.48,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc c,55 Cnc,c,2,5,0,0,Radial Velocity,Published Confirmed,44.3989,,,51.2,,51.2,Msini,,0.03,,,,,,2.4,9.89,,,,5172.0,0.94,0.91,0.35,[Fe/H],,4.43,,,1.23,38.8,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc c,55 Cnc,c,2,5,0,0,Radial Velocity,Published Confirmed,44.3446,,,53.711,,53.711,Msini,,0.086,,,,,2449989.3385,77.9,,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc c,55 Cnc,c,2,5,0,0,Radial Velocity,Published Confirmed,44.4175,,54.4738,,,54.4738,Mass,,0.02,,,,,,51.0,10.18,,,,,,0.95,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc c,55 Cnc,c,2,5,0,0,Radial Velocity,Published Confirmed,44.38,,,52.44,,52.44,Msini,,0.07,,,,,2453083.0,356.0,10.12,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,4820.0,,,908.98924,,908.98924,Msini,,0.139,,,BJD,,,60.0,35.3,,,,5317.89,0.96,0.97,0.383,[Fe/H],,4.46,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,5218.0,,,1218.827,,1218.827,Msini,,0.025,,,,,2452500.6,181.3,,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,5360.0,,,1287.2115,,1287.2115,Msini,,0.16,,,JD,,2452785.0,201.0,49.3,,,G8 V,,,0.95,0.27,[Fe/H],,,5.5,,,38.5,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,5370.0,,,1220.42,,1220.42,Msini,,0.063,,,,,2446860.0,163.0,47.2,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,4545.0,,,918.49,,918.49,Msini,,0.24,,,,,2450568.0,347.0,37.8,,,,,,,,,,,,,,,27.25,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,4825.0,,1232.493,,,1232.493,Mass,,0.019,,,,,,44.0,48.29,,,,,,0.95,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,4867.0,,1226.77,,,1226.77,Mass,,0.0269,,,,,,,47.3,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,4517.4,,,1243.35096,,1243.35096,Msini,,0.327,,,JD,,2452837.69,234.73,49.786,,,,,,0.95,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,5574.2,,,991.6,,991.6,Msini,,0.13,,,,,,-69.1,38.6,,,,5172.0,0.94,0.91,0.35,[Fe/H],,4.43,,,1.23,38.8,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,Published Confirmed,4909.0,,,1121.89,,1121.89,Msini,,0.02,,,,,2453490.0,254.0,45.2,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,,1.92,8.08,,,8.08,Mass,6.3,,,,BJD-TDB,0.0187,,,,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.7365417,,,,,,,,,,,BJD,0.01936,,,6.3,72.4,,,,,,,,,,,,3.3,,27.41,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.7365478,,8.09479,,,8.09479,Mass,,0.028,,,,,,,6.12,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.736539,1.91,8.08,,,8.08,Mass,6.4,,,,BJD-TDB,0.0187,,,,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,2.79674,,,7.4687,,7.4687,Msini,,0.264,,,,,2447578.2159,157.0,3.73,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.7365437,2.08,7.81,7.8,7.809,7.81,Mass,4.78,0.061,,1958.0,BJD,0.0202,,202.0,5.93,,,,5234.0,0.94,0.91,0.31,[Fe/H],,4.45,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.73654604,,,,,,,,,,,BJD-TDB,,,,,,,,,,,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,2.808,,,14.30235,,14.30235,Msini,,0.174,,,JD,,2453295.31,261.65,6.665,,,,,,0.95,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.737,1.897,7.74,,,7.74,Mass,6.25,,,,,0.01821,,,6.0,,,,5172.0,0.95,0.87,0.35,[Fe/H],,4.43,,1.41,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.7365474,1.947,8.59,,,8.59,Mass,6.421,,,,,0.0182,,,6.02,,,,,0.98,1.01,,,,,,1.5212,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.736546,2.173,8.37,,,8.37,Mass,4.5,0.0,,,,,,90.0,6.3,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.7365515,,8.13928,,,8.13928,Mass,,0.04,,,,,,72.0,5.97,,,,,,0.95,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.73654,2.0,8.63,,,8.63,Mass,5.9,,,,,0.0195,,,6.1,,,G8 V,,0.94,0.96,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,,,,,,,,,,,,,,,,,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.7365474,1.875,7.99,,,7.99,Mass,6.66,0.05,,,BJD-TDB,0.0182,,86.0,6.02,,,,5172.0,0.94,0.91,0.35,[Fe/H],,4.43,,,1.23,38.8,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,Published Confirmed,0.7365445,,,9.37594,,9.37594,Msini,,0.036,,,BJD,,,2.0,6.76,,,,5317.89,0.96,0.97,0.383,[Fe/H],,4.46,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc f,55 Cnc,f,2,5,0,0,Radial Velocity,Published Confirmed,262.0,,44.812,,,44.812,Mass,,0.305,,,,,,166.0,4.87,,,,,,0.95,,,,,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc f,55 Cnc,f,2,5,0,0,Radial Velocity,Published Confirmed,260.91,,47.0051,,,47.0051,Mass,,0.08,,,,,,,4.8,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc f,55 Cnc,f,2,5,0,0,Radial Velocity,Published Confirmed,260.7,,,44.812,,44.812,Msini,,0.0,,,,,2447488.0,206.0,4.75,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc f,55 Cnc,f,2,5,0,0,Radial Velocity,Published Confirmed,259.88,,,47.8,,47.8,Msini,,0.08,,,,,,-97.6,5.14,,,,5172.0,0.94,0.91,0.35,[Fe/H],,4.43,,,1.23,38.8,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc f,55 Cnc,f,2,5,0,0,Radial Velocity,Published Confirmed,260.0,,,45.766,,45.766,Msini,,0.2,,,,,2450080.9108,181.1,,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc f,55 Cnc,f,2,5,0,0,Radial Velocity,Published Confirmed,260.98,,,46.87969,,46.87969,Msini,,0.142,,,BJD,,,2.0,4.84,,,,5317.89,0.96,0.97,0.383,[Fe/H],,4.46,,,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
55 Cnc f,55 Cnc,f,2,5,0,0,Radial Velocity,Published Confirmed,261.2,,,54.664,,54.664,Msini,,0.32,,,,,2451878.0,139.0,6.2,,,,5250.0,0.96,0.9,0.35,[M/H],-0.197,4.42,,1.4185,,,,12.5855,79.4274,6.816,5.95084,4.768,4.265,4.015,,,,,,,,,,5.72973
6 Lyn b,6 Lyn,b,1,1,0,0,Radial Velocity,Published Confirmed,899.0,,,762.8,,762.8,Msini,,0.134,,,,,2453309.0,27.0,36.2,,,K0 IV,4978.0,5.2,1.7,-0.13,[Fe/H],1.176,3.16,,,1.32,,,54.6599,18.2668,6.796,5.87307,4.272,3.825,3.701,,,,,,,,,,5.60686
6 Lyn b,6 Lyn,b,1,1,0,0,Radial Velocity,Published Confirmed,874.774,,,702.4043,,702.4043,Msini,,0.125,,,JD,,2454024.5,314.9,31.53,,,,,5.2,1.82,,,,,,,,,,54.6599,18.2668,6.796,5.87307,4.272,3.825,3.701,,,,,,,,,,5.60686
6 Lyn b,6 Lyn,b,1,1,0,0,Radial Velocity,Published Confirmed,919.86,,,597.83523,,597.83523,Msini,,0.042,,,JD,,2453537.3,121.0,32.76,,,K0 IV,4941.0,4.94,1.32,-0.17,[Fe/H],1.119,3.16,,,,,,54.6599,18.2668,6.796,5.87307,4.272,3.825,3.701,,,,,,,,,,5.60686
6 Lyn b,6 Lyn,b,1,1,0,0,Radial Velocity,Published Confirmed,934.3,,,638.8383,,638.8383,Msini,,0.073,,,JD,,2455384.0,130.0,32.8,,,,4938.0,5.2,1.44,,,,3.19,,,,,,54.6599,18.2668,6.796,5.87307,4.272,3.825,3.701,,,,,,,,,,5.60686
61 Vir b,61 Vir,b,1,3,0,0,Radial Velocity,Published Confirmed,4.21487,,,5.11704,,5.11704,Msini,,0.099,,,BJD,,,20.0,2.17,,,,5585.57,1.03,0.91,0.028,[Fe/H],,4.37,,,,,,8.50332,117.573,0.072,4.6955,3.334,2.974,2.956,,,,,,,,,,4.54052
61 Vir b,61 Vir,b,1,3,0,0,Radial Velocity,Published Confirmed,4.215,,,5.1,,5.1,Msini,,0.12,,,,,,105.0,2.12,,,G5 V,5577.0,0.96,0.94,-0.01,[Fe/H],-0.095,4.34,8.96,,1.9,,,8.50332,117.573,0.072,4.6955,3.334,2.974,2.956,,,,,,,,,,4.54052
61 Vir c,61 Vir,c,1,3,0,0,Radial Velocity,Published Confirmed,38.0957,,,16.1139,,16.1139,Msini,,0.068,,,BJD,,,-20.0,3.27,,,,5585.57,1.03,0.91,0.028,[Fe/H],,4.37,,,,,,8.50332,117.573,0.072,4.6955,3.334,2.974,2.956,,,,,,,,,,4.54052
61 Vir c,61 Vir,c,1,3,0,0,Radial Velocity,Published Confirmed,38.021,,,18.2,,18.2,Msini,,0.14,,,,,,341.0,3.62,,,G5 V,5577.0,0.96,0.94,-0.01,[Fe/H],-0.095,4.34,8.96,,1.9,,,8.50332,117.573,0.072,4.6955,3.334,2.974,2.956,,,,,,,,,,4.54052
61 Vir d,61 Vir,d,1,3,0,0,Radial Velocity,Published Confirmed,123.01,,,22.9,,22.9,Msini,,0.35,,,,,,314.0,3.25,,,G5 V,5577.0,0.96,0.94,-0.01,[Fe/H],-0.095,4.34,8.96,,1.9,,,8.50332,117.573,0.072,4.6955,3.334,2.974,2.956,,,,,,,,,,4.54052
7 CMa b,7 CMa,b,1,2,0,0,Radial Velocity,Published Confirmed,796.0,,,781.8618,,781.8618,Msini,,0.22,,,,,2454093.0,77.0,41.8,,,,4794.52,4.91,,0.088,[M/H],,,,,,,,19.8101,50.4571,5.013,3.95,2.173,1.679,1.564,,,,,,-0.682,-0.525,1.653,1.541,3.67853
7 CMa b,7 CMa,b,1,2,0,0,Radial Velocity,Published Confirmed,763.0,,,826.3,,826.3,Msini,,0.14,,,,,2455520.0,12.0,44.9,,,K1 III,4792.0,2.3,1.52,0.21,[Fe/H],1.053,3.25,,,1.15,,,19.8101,50.4571,5.013,3.95,2.173,1.679,1.564,,,,,,-0.682,-0.525,1.653,1.541,3.67853
7 CMa b,7 CMa,b,1,2,0,0,Radial Velocity,Published Confirmed,735.1,,,587.9855,587.986,587.9855,Msin(i)/sin(i),,0.06,,,,,,165.3,34.3,,,,4826.0,4.87,1.34,0.21,[Fe/H],1.063,3.19,4.3,,,,,19.8101,50.4571,5.013,3.95,2.173,1.679,1.564,,,,,,-0.682,-0.525,1.653,1.541,3.67853
7 CMa c,7 CMa,c,1,2,0,0,Radial Velocity,Published Confirmed,996.0,,,276.5121,276.512,276.5121,Msin(i)/sin(i),,0.08,,,,,,233.5,14.9,,,,4826.0,4.87,1.34,0.21,[Fe/H],1.063,3.19,4.3,,,,,19.8101,50.4571,5.013,3.95,2.173,1.679,1.564,,,,,,-0.682,-0.525,1.653,1.541,3.67853
70 Vir b,70 Vir,b,1,1,0,0,Radial Velocity,Published Confirmed,116.689,,,2084.88,,2084.88,Msini,,0.397,,,,,2448990.39,359.4,314.1,,,,,,,,,,,,,,,4.95,17.9011,55.8347,5.678,4.96808,3.798,3.457,3.5,,,,,,,,,,4.76178
70 Vir b,70 Vir,b,1,1,0,0,Radial Velocity,Published Confirmed,116.6884,,,2421.8646,,2421.8646,Msini,,0.4,,,,,,,316.3,,,,5531.0,1.84,1.14,-0.06,[Fe/H],,3.97,,,,,,17.9011,55.8347,5.678,4.96808,3.798,3.457,3.5,,,,,,,,,,4.76178
70 Vir b,70 Vir,b,1,1,0,0,Radial Velocity,Published Confirmed,116.69335,,,2297.89938,,2297.89938,Msini,,0.3989,,,BJD,,,-0.796,315.54,,,,5481.86,1.92,1.06,-0.04,[Fe/H],,3.89,,,,,,17.9011,55.8347,5.678,4.96808,3.798,3.457,3.5,,,,,,,,,,4.76178
70 Vir b,70 Vir,b,1,1,0,0,Radial Velocity,Published Confirmed,116.688,,,2357.02728,,2357.02728,Msini,,0.3988,,,JD,,2455291.721,359.83,316.2,,,,5495.0,1.89,1.09,,,,3.95,,,,,,17.9011,55.8347,5.678,4.96808,3.798,3.457,3.5,,,,,,,,,,4.76178
70 Vir b,70 Vir,b,1,1,0,0,Radial Velocity,Published Confirmed,116.6884,,2380.45,,,2380.45,Mass,,0.4007,,,,,2447239.82,358.71,316.3,,,,5545.0,,1.11,-0.012,[Fe/H],,4.07,8.0,,2.68,,,17.9011,55.8347,5.678,4.96808,3.798,3.457,3.5,,,,,,,,,,4.76178
70 Vir b,70 Vir,b,1,1,0,0,Radial Velocity,Published Confirmed,116.6926,,,2351.942,,2351.942,Msini,,0.399,,,,,2447239.7091,358.8,315.7,,,,5439.0,1.94,1.09,-0.09,[Fe/H],0.451,3.9,7.77,,1.56,,,17.9011,55.8347,5.678,4.96808,3.798,3.457,3.5,,,,,,,,,,4.76178
75 Cet b,75 Cet,b,2,2,0,0,Radial Velocity,Published Confirmed,691.9,,,953.49,,953.49,Msini,,0.117,,,JD,,2452213.0,165.0,38.3,,,G3 III,4846.0,10.5,2.49,0.0,[Fe/H],1.73,2.63,,,1.77,,,82.9613,12.0264,6.366,5.3532,3.931,3.318,3.207,,,,,,2.101,2.791,3.038,2.988,5.09343
75 Cet b,75 Cet,b,2,2,0,0,Radial Velocity,Published Confirmed,696.62,,,787.89662,,787.89662,Msini,,0.093,,,JD,,2455056.9,-157.6,36.92,,,G3 III,4809.0,10.38,1.92,0.1,[Fe/H],1.714,2.69,,,,,,82.9613,12.0264,6.366,5.3532,3.931,3.318,3.207,,,,,,2.101,2.791,3.038,2.988,5.09343
75 Cet c,75 Cet,c,2,2,0,0,Radial Velocity,Published Confirmed,2051.62,,,289.85951,,289.85951,Msini,,0.023,,,JD,,2454284.9,123.0,9.44,,,G3 III,4809.0,10.38,1.92,0.1,[Fe/H],1.714,2.69,,,,,,82.9613,12.0264,6.366,5.3532,3.931,3.318,3.207,,,,,,2.101,2.791,3.038,2.988,5.09343
8 UMi b,8 UMi,b,1,1,0,0,Radial Velocity,Published Confirmed,93.4,,,416.3573,,416.3573,Msini,,0.06,,,,,,,46.1,,,,4847.0,10.3,1.44,-0.03,[Fe/H],,2.57,,,,,,162.552,6.12304,7.834,6.83295,5.069,4.749,4.515,,,,,,4.468,4.187,4.473,4.415,6.55896
8 UMi b,8 UMi,b,1,1,0,0,Radial Velocity,Published Confirmed,93.4,,,476.745,,476.745,Msini,,0.06,,,JD,,2454108.5,91.0,46.1,,,K0,4847.4,9.9,1.8,-0.03,[Fe/H],,2.57,1.7,,3.6,,,162.552,6.12304,7.834,6.83295,5.069,4.749,4.515,,,,,,4.468,4.187,4.473,4.415,6.55896
81 Cet b,81 Cet,b,1,1,0,0,Radial Velocity,Published Confirmed,952.7,,,1684.4,,1684.4,Msini,,0.206,,,,,2452486.0,175.0,62.8,,,G5 III,4785.0,11.0,2.4,-0.06,[Fe/H],1.778,2.35,,,1.8,,,101.26,9.84895,6.675,5.64307,3.94,3.386,3.266,,,,,,3.313,3.036,3.297,3.242,5.37588
81 Cet b,81 Cet,b,1,1,0,0,Radial Velocity,Published Confirmed,,,,1274.4,,1274.4,Msini,,,,,,,,,,,,,,,1.6,,,,,,,,,,101.26,9.84895,6.675,5.64307,3.94,3.386,3.266,,,,,,3.313,3.036,3.297,3.242,5.37588
81 Cet b,81 Cet,b,1,1,0,0,Radial Velocity,Published Confirmed,1005.57,,,1051.05854,,1051.05854,Msini,,0.037,,,JD,,2453458.4,-166.7,58.51,,,G5 III,4734.0,11.21,1.23,-0.11,[Fe/H],1.76,2.41,,,,,,101.26,9.84895,6.675,5.64307,3.94,3.386,3.266,,,,,,3.313,3.036,3.297,3.242,5.37588
91 Aqr b,91 Aqr,b,3,1,0,0,Radial Velocity,Published Confirmed,181.4,,,1017.0,,1017.0,Msini,,0.027,,,,,2453472.1,177.3,91.5,,,K0 III,4665.0,11.0,1.4,-0.03,[Fe/H],,2.52,3.56,,3.9,,-25.75,44.0304,22.6884,5.35,4.23946,2.263,1.69,1.597,,,,,,,,,,3.95311
AB Aur b,AB Aur,b,1,1,0,0,Imaging,Published Confirmed,,,2860.45566,,,2860.45566,Mass,,0.4,,,,,,,,,,,9770.0,,2.4,,,1.771,,0.003,,,,,162.127,6.13996,7.193,7.076,5.936,5.062,4.23,,,,,,3.289,1.669,0.542,-1.723,7.07854
AB Pic b,AB Pic,b,1,1,0,0,Imaging,Published Confirmed,,,4290.5,,,4290.5,Mass,,,,,,,,,,,,K2 V,,,,,,,,0.03,,,,,50.0475,19.9521,10.148,9.13,7.576,7.088,6.981,,,,,,6.897,6.888,6.858,6.829,8.8378
AF Lep b,AF Lep,b,1,1,0,0,Imaging,Published Confirmed,8030.0,,1017.0509,,,1017.0509,Mass,,0.24,,,JD,,,210.0,,,,F8 V,6130.0,1.25,1.2,0.19,[Fe/H],,,0.024,,50.0,1.01,,26.8564,37.2061,6.854,6.332,5.268,5.087,4.926,,,,,,4.915,4.783,4.904,4.803,6.18644
AF Lep b,AF Lep,b,1,1,0,0,Imaging,Published Confirmed,7520.0,,1664.46737,,,1664.46737,Mass,,0.47,,1400.0,JD,,2456328.0,46.4,,,,F8 V,6100.0,1.25,1.2,,,,4.4,0.024,,54.7,,,26.8564,37.2061,6.854,6.332,5.268,5.087,4.926,,,,,,4.915,4.783,4.904,4.803,6.18644
AF Lep b,AF Lep,b,1,1,0,0,Imaging,Published Confirmed,9060.0,,1366.66215,,,1366.66215,Mass,,0.32,,,,,,,,,,F8 V,6140.0,,1.13,,,,,0.024,,,0.97,,26.8564,37.2061,6.854,6.332,5.268,5.087,4.926,,,,,,4.915,4.783,4.904,4.803,6.18644
AU Mic b,AU Mic,b,1,3,0,0,Transit,Published Confirmed,8.4629991,,20.12,,,20.12,Mass,1.32,0.186,,,BJD,,,88.528,10.23,,,,,,0.5,,,,,,,,,,9.7221,102.829,10.209,8.81,5.436,4.831,4.529,,,,,,,,,,7.84038
AU Mic b,AU Mic,b,1,3,0,0,Transit,Published Confirmed,8.4630004,4.19,,,,,,,0.12,,,BJD,0.0512,,-20.0,,,,,,0.75,,,,,,,1.67,,4.85,,9.7221,102.829,10.209,8.81,5.436,4.831,4.529,,,,,,,,,,7.84038
AU Mic b,AU Mic,b,1,3,0,0,Transit,Published Confirmed,8.46321,,17.1,,,17.1,Mass,1.3,,,,,,,,8.5,,,M1,3700.0,0.75,0.5,,,-1.046,4.39,0.022,,7.8,4.86,,9.7221,102.829,10.209,8.81,5.436,4.831,4.529,,,,,,,,,,7.84038
